Production,Purchased,FeedIn,Consumption,SelfConsumption,Dates,Date,Time
0.0,234.0,0.0,234.0,0.0,2021-11-29 03:00:00,2021-11-29,3
0.0,241.0,0.0,241.0,0.0,2021-11-29 04:00:00,2021-11-29,4
0.0,234.0,0.0,234.0,0.0,2021-11-29 05:00:00,2021-11-29,5
0.0,253.0,0.0,253.0,0.0,2021-11-29 06:00:00,2021-11-29,6
0.0,373.0,0.0,373.0,0.0,2021-11-29 07:00:00,2021-11-29,7
9.0,487.0,0.0,496.0,9.0,2021-11-29 08:00:00,2021-11-29,8
647.0,63.0,348.0,362.0,299.0,2021-11-29 09:00:00,2021-11-29,9
2618.0,2.0,2233.0,387.0,385.0,2021-11-29 10:00:00,2021-11-29,10
1060.0,0.0,738.0,322.0,322.0,2021-11-29 11:00:00,2021-11-29,11
1342.0,12.0,971.0,383.0,371.0,2021-11-29 12:00:00,2021-11-29,12
925.0,151.0,512.0,564.0,413.0,2021-11-29 13:00:00,2021-11-29,13
794.0,11.0,491.0,314.0,303.0,2021-11-29 14:00:00,2021-11-29,14
178.0,172.0,39.0,311.0,139.0,2021-11-29 15:00:00,2021-11-29,15
0.0,584.0,0.0,584.0,0.0,2021-11-29 16:00:00,2021-11-29,16
0.0,468.0,0.0,468.0,0.0,2021-11-29 17:00:00,2021-11-29,17
0.0,361.0,0.0,361.0,0.0,2021-11-29 18:00:00,2021-11-29,18
0.0,411.0,0.0,411.0,0.0,2021-11-29 19:00:00,2021-11-29,19
0.0,475.0,0.0,475.0,0.0,2021-11-29 20:00:00,2021-11-29,20
0.0,346.0,0.0,346.0,0.0,2021-11-29 21:00:00,2021-11-29,21
0.0,386.0,0.0,386.0,0.0,2021-11-29 22:00:00,2021-11-29,22
0.0,344.0,0.0,344.0,0.0,2021-11-29 23:00:00,2021-11-29,23
0.0,291.0,0.0,291.0,0.0,2021-11-30 00:00:00,2021-11-30,0
0.0,223.0,0.0,223.0,0.0,2021-11-30 01:00:00,2021-11-30,1
0.0,228.0,0.0,228.0,0.0,2021-11-30 02:00:00,2021-11-30,2
0.0,229.0,0.0,229.0,0.0,2021-11-30 03:00:00,2021-11-30,3
0.0,211.0,0.0,211.0,0.0,2021-11-30 04:00:00,2021-11-30,4
0.0,275.0,0.0,275.0,0.0,2021-11-30 05:00:00,2021-11-30,5
0.0,230.0,0.0,230.0,0.0,2021-11-30 06:00:00,2021-11-30,6
0.0,327.0,0.0,327.0,0.0,2021-11-30 07:00:00,2021-11-30,7
0.0,451.0,0.0,451.0,0.0,2021-11-30 08:00:00,2021-11-30,8
46.0,401.0,0.0,447.0,46.0,2021-11-30 09:00:00,2021-11-30,9
95.0,221.0,0.0,316.0,95.0,2021-11-30 10:00:00,2021-11-30,10
43.0,268.0,0.0,311.0,43.0,2021-11-30 11:00:00,2021-11-30,11
13.0,353.0,0.0,366.0,13.0,2021-11-30 12:00:00,2021-11-30,12
44.0,946.0,0.0,990.0,44.0,2021-11-30 13:00:00,2021-11-30,13
55.0,333.0,0.0,388.0,55.0,2021-11-30 14:00:00,2021-11-30,14
10.0,309.0,0.0,319.0,10.0,2021-11-30 15:00:00,2021-11-30,15
0.0,339.0,0.0,339.0,0.0,2021-11-30 16:00:00,2021-11-30,16
0.0,250.0,0.0,250.0,0.0,2021-11-30 17:00:00,2021-11-30,17
0.0,261.0,0.0,261.0,0.0,2021-11-30 18:00:00,2021-11-30,18
0.0,341.0,0.0,341.0,0.0,2021-11-30 19:00:00,2021-11-30,19
0.0,390.0,0.0,390.0,0.0,2021-11-30 20:00:00,2021-11-30,20
0.0,427.0,0.0,427.0,0.0,2021-11-30 21:00:00,2021-11-30,21
0.0,595.0,0.0,595.0,0.0,2021-11-30 22:00:00,2021-11-30,22
0.0,382.0,0.0,382.0,0.0,2021-11-30 23:00:00,2021-11-30,23
0.0,233.0,0.0,233.0,0.0,2021-12-01 00:00:00,2021-12-01,0
0.0,233.0,0.0,233.0,0.0,2021-12-01 01:00:00,2021-12-01,1
0.0,232.0,0.0,232.0,0.0,2021-12-01 02:00:00,2021-12-01,2
0.0,274.0,0.0,274.0,0.0,2021-12-01 03:00:00,2021-12-01,3
0.0,226.0,0.0,226.0,0.0,2021-12-01 04:00:00,2021-12-01,4
0.0,233.0,0.0,233.0,0.0,2021-12-01 05:00:00,2021-12-01,5
0.0,272.0,0.0,272.0,0.0,2021-12-01 06:00:00,2021-12-01,6
0.0,430.0,0.0,430.0,0.0,2021-12-01 07:00:00,2021-12-01,7
56.0,256.0,0.0,312.0,56.0,2021-12-01 08:00:00,2021-12-01,8
361.0,62.0,133.0,290.0,228.0,2021-12-01 09:00:00,2021-12-01,9
410.0,29.0,73.0,366.0,337.0,2021-12-01 10:00:00,2021-12-01,10
357.0,114.0,16.0,455.0,341.0,2021-12-01 11:00:00,2021-12-01,11
577.0,9.0,179.0,407.0,398.0,2021-12-01 12:00:00,2021-12-01,12
762.0,378.0,320.0,820.0,442.0,2021-12-01 13:00:00,2021-12-01,13
326.0,316.0,48.0,594.0,278.0,2021-12-01 14:00:00,2021-12-01,14
29.0,822.0,0.0,851.0,29.0,2021-12-01 15:00:00,2021-12-01,15
0.0,815.0,0.0,815.0,0.0,2021-12-01 16:00:00,2021-12-01,16
0.0,340.0,0.0,340.0,0.0,2021-12-01 17:00:00,2021-12-01,17
0.0,395.0,0.0,395.0,0.0,2021-12-01 18:00:00,2021-12-01,18
0.0,397.0,0.0,397.0,0.0,2021-12-01 19:00:00,2021-12-01,19
0.0,367.0,0.0,367.0,0.0,2021-12-01 20:00:00,2021-12-01,20
0.0,392.0,0.0,392.0,0.0,2021-12-01 21:00:00,2021-12-01,21
0.0,351.0,0.0,351.0,0.0,2021-12-01 22:00:00,2021-12-01,22
0.0,327.0,0.0,327.0,0.0,2021-12-01 23:00:00,2021-12-01,23
0.0,346.0,0.0,346.0,0.0,2021-12-02 00:00:00,2021-12-02,0
0.0,224.0,0.0,224.0,0.0,2021-12-02 01:00:00,2021-12-02,1
0.0,226.0,0.0,226.0,0.0,2021-12-02 02:00:00,2021-12-02,2
0.0,245.0,0.0,245.0,0.0,2021-12-02 03:00:00,2021-12-02,3
0.0,212.0,0.0,212.0,0.0,2021-12-02 04:00:00,2021-12-02,4
0.0,216.0,0.0,216.0,0.0,2021-12-02 05:00:00,2021-12-02,5
0.0,291.0,0.0,291.0,0.0,2021-12-02 06:00:00,2021-12-02,6
0.0,492.0,0.0,492.0,0.0,2021-12-02 07:00:00,2021-12-02,7
6.0,494.0,0.0,500.0,6.0,2021-12-02 08:00:00,2021-12-02,8
104.0,330.0,0.0,434.0,104.0,2021-12-02 09:00:00,2021-12-02,9
82.0,345.0,0.0,427.0,82.0,2021-12-02 10:00:00,2021-12-02,10
324.0,157.0,40.0,441.0,284.0,2021-12-02 11:00:00,2021-12-02,11
376.0,62.0,51.0,387.0,325.0,2021-12-02 12:00:00,2021-12-02,12
521.0,187.0,164.0,544.0,357.0,2021-12-02 13:00:00,2021-12-02,13
363.0,66.0,121.0,308.0,242.0,2021-12-02 14:00:00,2021-12-02,14
116.0,189.0,0.0,305.0,116.0,2021-12-02 15:00:00,2021-12-02,15
0.0,707.0,0.0,707.0,0.0,2021-12-02 16:00:00,2021-12-02,16
0.0,351.0,0.0,351.0,0.0,2021-12-02 17:00:00,2021-12-02,17
0.0,401.0,0.0,401.0,0.0,2021-12-02 18:00:00,2021-12-02,18
0.0,425.0,0.0,425.0,0.0,2021-12-02 19:00:00,2021-12-02,19
0.0,508.0,0.0,508.0,0.0,2021-12-02 20:00:00,2021-12-02,20
0.0,534.0,0.0,534.0,0.0,2021-12-02 21:00:00,2021-12-02,21
0.0,449.0,0.0,449.0,0.0,2021-12-02 22:00:00,2021-12-02,22
0.0,360.0,0.0,360.0,0.0,2021-12-02 23:00:00,2021-12-02,23
0.0,332.0,0.0,332.0,0.0,2021-12-03 00:00:00,2021-12-03,0
0.0,245.0,0.0,245.0,0.0,2021-12-03 01:00:00,2021-12-03,1
0.0,243.0,0.0,243.0,0.0,2021-12-03 02:00:00,2021-12-03,2
0.0,225.0,0.0,225.0,0.0,2021-12-03 03:00:00,2021-12-03,3
0.0,237.0,0.0,237.0,0.0,2021-12-03 04:00:00,2021-12-03,4
0.0,248.0,0.0,248.0,0.0,2021-12-03 05:00:00,2021-12-03,5
0.0,257.0,0.0,257.0,0.0,2021-12-03 06:00:00,2021-12-03,6
0.0,236.0,0.0,236.0,0.0,2021-12-03 07:00:00,2021-12-03,7
56.0,346.0,1.0,401.0,55.0,2021-12-03 08:00:00,2021-12-03,8
1128.0,83.0,807.0,404.0,321.0,2021-12-03 09:00:00,2021-12-03,9
1849.0,23.0,1431.0,441.0,418.0,2021-12-03 10:00:00,2021-12-03,10
2831.0,0.0,2464.0,367.0,367.0,2021-12-03 11:00:00,2021-12-03,11
2414.0,202.0,1097.0,1519.0,1317.0,2021-12-03 12:00:00,2021-12-03,12
2322.0,132.0,1823.0,631.0,499.0,2021-12-03 13:00:00,2021-12-03,13
1961.0,0.0,1690.0,271.0,271.0,2021-12-03 14:00:00,2021-12-03,14
389.0,56.0,64.0,381.0,325.0,2021-12-03 15:00:00,2021-12-03,15
28.0,365.0,0.0,393.0,28.0,2021-12-03 16:00:00,2021-12-03,16
0.0,363.0,0.0,363.0,0.0,2021-12-03 17:00:00,2021-12-03,17
0.0,560.0,0.0,560.0,0.0,2021-12-03 18:00:00,2021-12-03,18
0.0,402.0,0.0,402.0,0.0,2021-12-03 19:00:00,2021-12-03,19
0.0,440.0,0.0,440.0,0.0,2021-12-03 20:00:00,2021-12-03,20
0.0,398.0,0.0,398.0,0.0,2021-12-03 21:00:00,2021-12-03,21
0.0,320.0,0.0,320.0,0.0,2021-12-03 22:00:00,2021-12-03,22
0.0,353.0,0.0,353.0,0.0,2021-12-03 23:00:00,2021-12-03,23
0.0,417.0,0.0,417.0,0.0,2021-12-04 00:00:00,2021-12-04,0
0.0,321.0,0.0,321.0,0.0,2021-12-04 01:00:00,2021-12-04,1
0.0,237.0,0.0,237.0,0.0,2021-12-04 02:00:00,2021-12-04,2
0.0,230.0,0.0,230.0,0.0,2021-12-04 03:00:00,2021-12-04,3
0.0,192.0,0.0,192.0,0.0,2021-12-04 04:00:00,2021-12-04,4
0.0,219.0,0.0,219.0,0.0,2021-12-04 05:00:00,2021-12-04,5
0.0,264.0,0.0,264.0,0.0,2021-12-04 06:00:00,2021-12-04,6
0.0,288.0,0.0,288.0,0.0,2021-12-04 07:00:00,2021-12-04,7
3.0,307.0,0.0,310.0,3.0,2021-12-04 08:00:00,2021-12-04,8
110.0,215.0,0.0,325.0,110.0,2021-12-04 09:00:00,2021-12-04,9
202.0,57.0,18.0,241.0,184.0,2021-12-04 10:00:00,2021-12-04,10
339.0,2.0,107.0,234.0,232.0,2021-12-04 11:00:00,2021-12-04,11
315.0,52.0,38.0,329.0,277.0,2021-12-04 12:00:00,2021-12-04,12
207.0,651.0,0.0,858.0,207.0,2021-12-04 13:00:00,2021-12-04,13
49.0,364.0,0.0,413.0,49.0,2021-12-04 14:00:00,2021-12-04,14
0.0,413.0,0.0,413.0,0.0,2021-12-04 15:00:00,2021-12-04,15
0.0,473.0,0.0,473.0,0.0,2021-12-04 16:00:00,2021-12-04,16
0.0,1135.0,0.0,1135.0,0.0,2021-12-04 17:00:00,2021-12-04,17
0.0,570.0,0.0,570.0,0.0,2021-12-04 18:00:00,2021-12-04,18
0.0,435.0,0.0,435.0,0.0,2021-12-04 19:00:00,2021-12-04,19
0.0,561.0,0.0,561.0,0.0,2021-12-04 20:00:00,2021-12-04,20
0.0,1070.0,0.0,1070.0,0.0,2021-12-04 21:00:00,2021-12-04,21
0.0,397.0,0.0,397.0,0.0,2021-12-04 22:00:00,2021-12-04,22
0.0,343.0,0.0,343.0,0.0,2021-12-04 23:00:00,2021-12-04,23
0.0,258.0,0.0,258.0,0.0,2021-12-05 00:00:00,2021-12-05,0
0.0,234.0,0.0,234.0,0.0,2021-12-05 01:00:00,2021-12-05,1
0.0,222.0,0.0,222.0,0.0,2021-12-05 02:00:00,2021-12-05,2
0.0,224.0,0.0,224.0,0.0,2021-12-05 03:00:00,2021-12-05,3
0.0,197.0,0.0,197.0,0.0,2021-12-05 04:00:00,2021-12-05,4
0.0,256.0,0.0,256.0,0.0,2021-12-05 05:00:00,2021-12-05,5
0.0,232.0,0.0,232.0,0.0,2021-12-05 06:00:00,2021-12-05,6
0.0,228.0,0.0,228.0,0.0,2021-12-05 07:00:00,2021-12-05,7
22.0,183.0,0.0,205.0,22.0,2021-12-05 08:00:00,2021-12-05,8
808.0,85.0,561.0,332.0,247.0,2021-12-05 09:00:00,2021-12-05,9
1230.0,0.0,886.0,344.0,344.0,2021-12-05 10:00:00,2021-12-05,10
1660.0,13.0,1278.0,395.0,382.0,2021-12-05 11:00:00,2021-12-05,11
2086.0,0.0,1678.0,408.0,408.0,2021-12-05 12:00:00,2021-12-05,12
377.0,554.0,54.0,877.0,323.0,2021-12-05 13:00:00,2021-12-05,13
169.0,818.0,0.0,987.0,169.0,2021-12-05 14:00:00,2021-12-05,14
409.0,903.0,12.0,1300.0,397.0,2021-12-05 15:00:00,2021-12-05,15
30.0,483.0,0.0,513.0,30.0,2021-12-05 16:00:00,2021-12-05,16
0.0,435.0,0.0,435.0,0.0,2021-12-05 17:00:00,2021-12-05,17
0.0,575.0,0.0,575.0,0.0,2021-12-05 18:00:00,2021-12-05,18
0.0,739.0,0.0,739.0,0.0,2021-12-05 19:00:00,2021-12-05,19
0.0,468.0,0.0,468.0,0.0,2021-12-05 20:00:00,2021-12-05,20
0.0,1202.0,0.0,1202.0,0.0,2021-12-05 21:00:00,2021-12-05,21
0.0,407.0,0.0,407.0,0.0,2021-12-05 22:00:00,2021-12-05,22
0.0,354.0,0.0,354.0,0.0,2021-12-05 23:00:00,2021-12-05,23
0.0,337.0,0.0,337.0,0.0,2021-12-06 00:00:00,2021-12-06,0
0.0,246.0,0.0,246.0,0.0,2021-12-06 01:00:00,2021-12-06,1
0.0,222.0,0.0,222.0,0.0,2021-12-06 02:00:00,2021-12-06,2
0.0,215.0,0.0,215.0,0.0,2021-12-06 03:00:00,2021-12-06,3
0.0,247.0,0.0,247.0,0.0,2021-12-06 04:00:00,2021-12-06,4
0.0,238.0,0.0,238.0,0.0,2021-12-06 05:00:00,2021-12-06,5
0.0,289.0,0.0,289.0,0.0,2021-12-06 06:00:00,2021-12-06,6
0.0,464.0,0.0,464.0,0.0,2021-12-06 07:00:00,2021-12-06,7
3.0,420.0,0.0,423.0,3.0,2021-12-06 08:00:00,2021-12-06,8
224.0,176.0,14.0,386.0,210.0,2021-12-06 09:00:00,2021-12-06,9
379.0,85.0,54.0,410.0,325.0,2021-12-06 10:00:00,2021-12-06,10
305.0,101.0,0.0,406.0,305.0,2021-12-06 11:00:00,2021-12-06,11
309.0,98.0,1.0,406.0,308.0,2021-12-06 12:00:00,2021-12-06,12
1028.0,275.0,562.0,741.0,466.0,2021-12-06 13:00:00,2021-12-06,13
1587.0,25.0,1330.0,282.0,257.0,2021-12-06 14:00:00,2021-12-06,14
54.0,217.0,0.0,271.0,54.0,2021-12-06 15:00:00,2021-12-06,15
0.0,750.0,0.0,750.0,0.0,2021-12-06 16:00:00,2021-12-06,16
0.0,434.0,0.0,434.0,0.0,2021-12-06 17:00:00,2021-12-06,17
0.0,464.0,0.0,464.0,0.0,2021-12-06 18:00:00,2021-12-06,18
0.0,528.0,0.0,528.0,0.0,2021-12-06 19:00:00,2021-12-06,19
0.0,512.0,0.0,512.0,0.0,2021-12-06 20:00:00,2021-12-06,20
0.0,405.0,0.0,405.0,0.0,2021-12-06 21:00:00,2021-12-06,21
0.0,344.0,0.0,344.0,0.0,2021-12-06 22:00:00,2021-12-06,22
0.0,336.0,0.0,336.0,0.0,2021-12-06 23:00:00,2021-12-06,23
0.0,238.0,0.0,238.0,0.0,2021-12-07 00:00:00,2021-12-07,0
0.0,222.0,0.0,222.0,0.0,2021-12-07 01:00:00,2021-12-07,1
0.0,213.0,0.0,213.0,0.0,2021-12-07 02:00:00,2021-12-07,2
0.0,249.0,0.0,249.0,0.0,2021-12-07 03:00:00,2021-12-07,3
0.0,245.0,0.0,245.0,0.0,2021-12-07 04:00:00,2021-12-07,4
0.0,233.0,0.0,233.0,0.0,2021-12-07 05:00:00,2021-12-07,5
0.0,281.0,0.0,281.0,0.0,2021-12-07 06:00:00,2021-12-07,6
0.0,397.0,0.0,397.0,0.0,2021-12-07 07:00:00,2021-12-07,7
35.0,403.0,0.0,438.0,35.0,2021-12-07 08:00:00,2021-12-07,8
438.0,40.0,108.0,370.0,330.0,2021-12-07 09:00:00,2021-12-07,9
1525.0,1.0,1132.0,394.0,393.0,2021-12-07 10:00:00,2021-12-07,10
3473.0,0.0,3082.0,391.0,391.0,2021-12-07 11:00:00,2021-12-07,11
1742.0,2.0,1391.0,353.0,351.0,2021-12-07 12:00:00,2021-12-07,12
3555.0,46.0,2674.0,927.0,881.0,2021-12-07 13:00:00,2021-12-07,13
1838.0,10.0,1285.0,563.0,553.0,2021-12-07 14:00:00,2021-12-07,14
789.0,13.0,537.0,265.0,252.0,2021-12-07 15:00:00,2021-12-07,15
5.0,404.0,0.0,409.0,5.0,2021-12-07 16:00:00,2021-12-07,16
0.0,407.0,0.0,407.0,0.0,2021-12-07 17:00:00,2021-12-07,17
0.0,384.0,0.0,384.0,0.0,2021-12-07 18:00:00,2021-12-07,18
0.0,364.0,0.0,364.0,0.0,2021-12-07 19:00:00,2021-12-07,19
0.0,318.0,0.0,318.0,0.0,2021-12-07 20:00:00,2021-12-07,20
0.0,365.0,0.0,365.0,0.0,2021-12-07 21:00:00,2021-12-07,21
0.0,378.0,0.0,378.0,0.0,2021-12-07 22:00:00,2021-12-07,22
0.0,351.0,0.0,351.0,0.0,2021-12-07 23:00:00,2021-12-07,23
0.0,247.0,0.0,247.0,0.0,2021-12-08 00:00:00,2021-12-08,0
0.0,203.0,0.0,203.0,0.0,2021-12-08 01:00:00,2021-12-08,1
0.0,268.0,0.0,268.0,0.0,2021-12-08 02:00:00,2021-12-08,2
0.0,239.0,0.0,239.0,0.0,2021-12-08 03:00:00,2021-12-08,3
0.0,216.0,0.0,216.0,0.0,2021-12-08 04:00:00,2021-12-08,4
0.0,225.0,0.0,225.0,0.0,2021-12-08 05:00:00,2021-12-08,5
0.0,235.0,0.0,235.0,0.0,2021-12-08 06:00:00,2021-12-08,6
0.0,344.0,0.0,344.0,0.0,2021-12-08 07:00:00,2021-12-08,7
2.0,475.0,0.0,477.0,2.0,2021-12-08 08:00:00,2021-12-08,8
37.0,400.0,0.0,437.0,37.0,2021-12-08 09:00:00,2021-12-08,9
112.0,354.0,0.0,466.0,112.0,2021-12-08 10:00:00,2021-12-08,10
212.0,212.0,0.0,424.0,212.0,2021-12-08 11:00:00,2021-12-08,11
215.0,167.0,0.0,382.0,215.0,2021-12-08 12:00:00,2021-12-08,12
144.0,1241.0,0.0,1385.0,144.0,2021-12-08 13:00:00,2021-12-08,13
120.0,590.0,0.0,710.0,120.0,2021-12-08 14:00:00,2021-12-08,14
0.0,425.0,0.0,425.0,0.0,2021-12-08 15:00:00,2021-12-08,15
0.0,272.0,0.0,272.0,0.0,2021-12-08 16:00:00,2021-12-08,16
0.0,271.0,0.0,271.0,0.0,2021-12-08 17:00:00,2021-12-08,17
0.0,360.0,0.0,360.0,0.0,2021-12-08 18:00:00,2021-12-08,18
0.0,438.0,0.0,438.0,0.0,2021-12-08 19:00:00,2021-12-08,19
0.0,410.0,0.0,410.0,0.0,2021-12-08 20:00:00,2021-12-08,20
0.0,412.0,0.0,412.0,0.0,2021-12-08 21:00:00,2021-12-08,21
0.0,289.0,0.0,289.0,0.0,2021-12-08 22:00:00,2021-12-08,22
0.0,423.0,0.0,423.0,0.0,2021-12-08 23:00:00,2021-12-08,23
0.0,393.0,0.0,393.0,0.0,2021-12-09 00:00:00,2021-12-09,0
0.0,221.0,0.0,221.0,0.0,2021-12-09 01:00:00,2021-12-09,1
0.0,260.0,0.0,260.0,0.0,2021-12-09 02:00:00,2021-12-09,2
0.0,229.0,0.0,229.0,0.0,2021-12-09 03:00:00,2021-12-09,3
0.0,228.0,0.0,228.0,0.0,2021-12-09 04:00:00,2021-12-09,4
0.0,227.0,0.0,227.0,0.0,2021-12-09 05:00:00,2021-12-09,5
0.0,279.0,0.0,279.0,0.0,2021-12-09 06:00:00,2021-12-09,6
0.0,476.0,0.0,476.0,0.0,2021-12-09 07:00:00,2021-12-09,7
3.0,419.0,0.0,422.0,3.0,2021-12-09 08:00:00,2021-12-09,8
294.0,152.0,54.0,392.0,240.0,2021-12-09 09:00:00,2021-12-09,9
561.0,1.0,230.0,332.0,331.0,2021-12-09 10:00:00,2021-12-09,10
455.0,9.0,141.0,323.0,314.0,2021-12-09 11:00:00,2021-12-09,11
834.0,1.0,506.0,329.0,328.0,2021-12-09 12:00:00,2021-12-09,12
1959.0,60.0,1527.0,492.0,432.0,2021-12-09 13:00:00,2021-12-09,13
489.0,14.0,231.0,272.0,258.0,2021-12-09 14:00:00,2021-12-09,14
458.0,92.0,251.0,299.0,207.0,2021-12-09 15:00:00,2021-12-09,15
9.0,655.0,0.0,664.0,9.0,2021-12-09 16:00:00,2021-12-09,16
0.0,986.0,0.0,986.0,0.0,2021-12-09 17:00:00,2021-12-09,17
0.0,1289.0,0.0,1289.0,0.0,2021-12-09 18:00:00,2021-12-09,18
0.0,374.0,0.0,374.0,0.0,2021-12-09 19:00:00,2021-12-09,19
0.0,491.0,0.0,491.0,0.0,2021-12-09 20:00:00,2021-12-09,20
0.0,650.0,0.0,650.0,0.0,2021-12-09 21:00:00,2021-12-09,21
0.0,324.0,0.0,324.0,0.0,2021-12-09 22:00:00,2021-12-09,22
0.0,336.0,0.0,336.0,0.0,2021-12-09 23:00:00,2021-12-09,23
0.0,309.0,0.0,309.0,0.0,2021-12-10 00:00:00,2021-12-10,0
0.0,265.0,0.0,265.0,0.0,2021-12-10 01:00:00,2021-12-10,1
0.0,237.0,0.0,237.0,0.0,2021-12-10 02:00:00,2021-12-10,2
0.0,230.0,0.0,230.0,0.0,2021-12-10 03:00:00,2021-12-10,3
0.0,216.0,0.0,216.0,0.0,2021-12-10 04:00:00,2021-12-10,4
0.0,232.0,0.0,232.0,0.0,2021-12-10 05:00:00,2021-12-10,5
0.0,272.0,0.0,272.0,0.0,2021-12-10 06:00:00,2021-12-10,6
0.0,331.0,0.0,331.0,0.0,2021-12-10 07:00:00,2021-12-10,7
155.0,198.0,6.0,347.0,149.0,2021-12-10 08:00:00,2021-12-10,8
389.0,325.0,58.0,656.0,331.0,2021-12-10 09:00:00,2021-12-10,9
361.0,80.0,70.0,371.0,291.0,2021-12-10 10:00:00,2021-12-10,10
421.0,62.0,102.0,381.0,319.0,2021-12-10 11:00:00,2021-12-10,11
387.0,28.0,94.0,321.0,293.0,2021-12-10 12:00:00,2021-12-10,12
240.0,716.0,0.0,956.0,240.0,2021-12-10 13:00:00,2021-12-10,13
190.0,171.0,0.0,361.0,190.0,2021-12-10 14:00:00,2021-12-10,14
77.0,1947.0,0.0,2024.0,77.0,2021-12-10 15:00:00,2021-12-10,15
0.0,472.0,0.0,472.0,0.0,2021-12-10 16:00:00,2021-12-10,16
0.0,560.0,0.0,560.0,0.0,2021-12-10 17:00:00,2021-12-10,17
0.0,1095.0,0.0,1095.0,0.0,2021-12-10 18:00:00,2021-12-10,18
0.0,1080.0,0.0,1080.0,0.0,2021-12-10 19:00:00,2021-12-10,19
0.0,1181.0,0.0,1181.0,0.0,2021-12-10 20:00:00,2021-12-10,20
0.0,683.0,0.0,683.0,0.0,2021-12-10 21:00:00,2021-12-10,21
0.0,351.0,0.0,351.0,0.0,2021-12-10 22:00:00,2021-12-10,22
0.0,333.0,0.0,333.0,0.0,2021-12-10 23:00:00,2021-12-10,23
0.0,338.0,0.0,338.0,0.0,2021-12-11 00:00:00,2021-12-11,0
0.0,253.0,0.0,253.0,0.0,2021-12-11 01:00:00,2021-12-11,1
0.0,228.0,0.0,228.0,0.0,2021-12-11 02:00:00,2021-12-11,2
0.0,227.0,0.0,227.0,0.0,2021-12-11 03:00:00,2021-12-11,3
0.0,213.0,0.0,213.0,0.0,2021-12-11 04:00:00,2021-12-11,4
0.0,221.0,0.0,221.0,0.0,2021-12-11 05:00:00,2021-12-11,5
0.0,286.0,0.0,286.0,0.0,2021-12-11 06:00:00,2021-12-11,6
0.0,256.0,0.0,256.0,0.0,2021-12-11 07:00:00,2021-12-11,7
0.0,263.0,0.0,263.0,0.0,2021-12-11 08:00:00,2021-12-11,8
21.0,276.0,0.0,297.0,21.0,2021-12-11 09:00:00,2021-12-11,9
275.0,77.0,64.0,288.0,211.0,2021-12-11 10:00:00,2021-12-11,10
443.0,19.0,171.0,291.0,272.0,2021-12-11 11:00:00,2021-12-11,11
1150.0,125.0,711.0,564.0,439.0,2021-12-11 12:00:00,2021-12-11,12
3169.0,238.0,2198.0,1209.0,971.0,2021-12-11 13:00:00,2021-12-11,13
640.0,109.0,238.0,511.0,402.0,2021-12-11 14:00:00,2021-12-11,14
195.0,205.0,67.0,333.0,128.0,2021-12-11 15:00:00,2021-12-11,15
0.0,559.0,0.0,559.0,0.0,2021-12-11 16:00:00,2021-12-11,16
0.0,1258.0,0.0,1258.0,0.0,2021-12-11 17:00:00,2021-12-11,17
0.0,864.0,0.0,864.0,0.0,2021-12-11 18:00:00,2021-12-11,18
0.0,492.0,0.0,492.0,0.0,2021-12-11 19:00:00,2021-12-11,19
0.0,1119.0,0.0,1119.0,0.0,2021-12-11 20:00:00,2021-12-11,20
0.0,360.0,0.0,360.0,0.0,2021-12-11 21:00:00,2021-12-11,21
0.0,309.0,0.0,309.0,0.0,2021-12-11 22:00:00,2021-12-11,22
0.0,324.0,0.0,324.0,0.0,2021-12-11 23:00:00,2021-12-11,23
0.0,338.0,0.0,338.0,0.0,2021-12-12 00:00:00,2021-12-12,0
0.0,264.0,0.0,264.0,0.0,2021-12-12 01:00:00,2021-12-12,1
0.0,232.0,0.0,232.0,0.0,2021-12-12 02:00:00,2021-12-12,2
0.0,230.0,0.0,230.0,0.0,2021-12-12 03:00:00,2021-12-12,3
0.0,217.0,0.0,217.0,0.0,2021-12-12 04:00:00,2021-12-12,4
0.0,232.0,0.0,232.0,0.0,2021-12-12 05:00:00,2021-12-12,5
0.0,242.0,0.0,242.0,0.0,2021-12-12 06:00:00,2021-12-12,6
0.0,240.0,0.0,240.0,0.0,2021-12-12 07:00:00,2021-12-12,7
400.0,105.0,279.0,226.0,121.0,2021-12-12 08:00:00,2021-12-12,8
886.0,0.0,665.0,221.0,221.0,2021-12-12 09:00:00,2021-12-12,9
1178.0,0.0,950.0,228.0,228.0,2021-12-12 10:00:00,2021-12-12,10
723.0,41.0,429.0,335.0,294.0,2021-12-12 11:00:00,2021-12-12,11
811.0,6.0,466.0,351.0,345.0,2021-12-12 12:00:00,2021-12-12,12
790.0,35.0,461.0,364.0,329.0,2021-12-12 13:00:00,2021-12-12,13
258.0,88.0,53.0,293.0,205.0,2021-12-12 14:00:00,2021-12-12,14
43.0,367.0,0.0,410.0,43.0,2021-12-12 15:00:00,2021-12-12,15
0.0,463.0,0.0,463.0,0.0,2021-12-12 16:00:00,2021-12-12,16
0.0,1058.0,0.0,1058.0,0.0,2021-12-12 17:00:00,2021-12-12,17
0.0,937.0,0.0,937.0,0.0,2021-12-12 18:00:00,2021-12-12,18
0.0,885.0,0.0,885.0,0.0,2021-12-12 19:00:00,2021-12-12,19
0.0,531.0,0.0,531.0,0.0,2021-12-12 20:00:00,2021-12-12,20
